text,value
"Candi Prambanan atau Candi Roro Jonggrang adalah kompleks candi Hindu terbesar di Indonesia yang dibangun pada abad ke-9 masehi.

Candi ini dipersembahkan untuk Trimurti, tiga dewa utama Hindu yaitu Brahma sebagai dewa pencipta, Wisnu sebagai dewa pemelihara, dan Siwa sebagai dewa pemusnah.

Kompleks percandian Candi Prambanan secara keseluruhan berada di wilayah provinsi Daerah Istimewa Yogyakarta, namun pintu administrasinya berada di Daerah Istimewa Surakarta (sekarang bagian Provinsi Jawa Tengah).

Candi ini adalah termasuk Situs Warisan Dunia UNESCO, candi Hindu terbesar di Indonesia, sekaligus salah satu candi terindah di Asia Tenggara.

Nama Prambanan, berasal dari nama desa tempat candi ini berdiri , diduga merupakan perubahan nama dialek bahasa Jawa dari istilah teologi Hindu Para Brahman yang bermakna ""Brahman Agung"" yaitu Brahman atau realitas abadi tertinggi dan teragung yang tak dapat digambarkan, yang kerap disamakan dengan konsep Tuhan dalam agama Hindu.",POSITIF
Liburan ya kesini aja :),POSITIF
"Air nya kotor seperti tidak di saring,bawa makanan untuk anak yang mempunyai alergi tidak boleh,mahal sekali, pegawainya tidak ramah",NEGATIF
Bagus bgt pgn kesna rumahku kebetulan dkt sama stadion maguwo,NEGATIF
"Lihat sun sad, dan kuliner sea food",POSITIF
Masakannya mantapp... Kita cari dlu ikan nya di pasar..  Bisa di bawa plng dan dibawa ke warung dan dimasak sekalian sesuai selera.. Pemandangan sunset juga bagus...,POSITIF
"Akhirnya kesini juga... tempatnya bagus banget tidak kalah sama water boom yang terkenal di jakarta solo or bali. Wahananya pun lengkap. Tapi selama pandemi wahana ditutup pukul 17.00. Jadi di usahakan datangnya lebih pagi biar bisa mencoba semua wahana. Dan wahananya pun tidak ber operasi sepanjang waktu, alias ada jam2 operasinya. Jadi selamata berbasah2 ria kalau berkunjung ke jogja",POSITIF
"Sampai gembira loka pas buka jam 8.30, tempatnya luas dan teduh, ada kereta dan kapal free untuk pengunjung, ada beraneka ragam binatang, anak pun jadi senang.",POSITIF
"Kemarin terakhir berkunjung sepi...beda dari sebelum pandemi, banyak kios penjual ikan goreng yang tutup. Ikan, udang, enak bgt di sana...masih anget...fress...",POSITIF
"Kalau soal renang,, disini tempaty
Muarah,luas,banyak tempat bermain,sudah bebas biaya,tempat bilaspun juga luas,,, nggak bakal ngantri
Untuk keamanan tas bisa ditaruh di loker, tp kalau ini berbayar ya (30rb)
Untuk makanan tdk bisa membawa dari luar, jika kalian ketahuan membawa nanti dipintu depan dititipin, bisa diambil lagi pas keluar...",POSITIF
"Petugas kurang ditraining, galaknya lebih2 dari macan yang dikandang. Seperti gak butuh makan dari para pengunjung.",NEGATIF
"Tempat wisata yang nyaman untuk nongkrong bareng di sore hari sambil melihat pantai dan ngobrol dengan teman sambil minum es degan. Beli hasil laut juga banyak, tinggal pilih.",POSITIF
Panas,NEGATIF
"Merupakan salah satu tujuan wisata di Yogyakarta yang populer. Di sini anda dapat membeli dan menawar langsung hasil tangkapan nelayan. Selain itu juga terdapat pasar ikan yang menyediakan macam-macam hasil laut. Jika anda ingin menikmati makanan laut sambil melihat pantai, banyak tersedia restoran dipinggir pantai. Jangan lupa untuk menawar, hal tersebut sangat wajar di sini.",POSITIF
Kotor banget,NEGATIF
"Karna pandemi jadi tidak begitu ramai, pantainya juga bersih dan nyaman.",POSITIF
"Untuk tempat, cukup lengkap dan nyaman serta tempat luas juga harga tiket Parkir yang murah, hanya Rp2000,00per hari.",NEGATIF
"Candi Prambanan merupakan tempat wisata bersejarah yang wajib dikunjungi paling tidak sekali seumur hidup kita selain Candi Borobudur. Candi yang termasuk salah satu keajaiban dunia ini terletak di panggir jalan besar lintas Jogja-Solo atau tepatnya di dekat perbatasan DIY - Kab. Klaten Prov. Jawa Tengah. Di tempat ini kita bisa menikmati keindahan dan kemegahan beberapa bentuk candi, mengelilingi lokasi candi dengan berjalan kaki atau menggunakan kereta wisata, menyaksikan video sejarahnya, hingga berbelanja pernak-pernih di pasar rakyat pada akhir perjalanan sebelum kembali ke tempat parkir. Harga tiket masuknya untuk wisatawan domestik adalah 50 ribu rupiah per orang (dewasa) dan 25 ribu rupiah per orang (anak dibawah 11 tahun). Selamat mengunjungi.",POSITIF
"Habis makan, main ke pantai ðŸ‘",POSITIF
"pelayanannya sampah, ngak ada prikemanusiaannya.
pintu masuk sama pintu keluar ngak sama. hujan deres, tetep disuruh gembol anak yang lagi panas, hrs lewat pintu keluar, cuman supaya lewat tempat jualan, yang harus muter2 ke parkiran mobil.
mencari rejeki diatas penderitaan orang.",NEGATIF
"Tidak bersih (kotor), foto BAYAR!!",NEGATIF
Anak anak seneng,POSITIF
Kuliner laut lebih mahal dr hrga kota,NEGATIF
"Lokasi bekas tambang batu yang didaur ulang menjadi tempat wisata keluarga, dikelola secara baik jadinya cantik. Ada fasilitas toilet sekalian tempat wudhu terpisah pria dan wanita dekat mushola. Ada spot buat photo berbayar sukarela dengan tenaga photografer lokal. Ada rest area dan parkir yang mumpuni. Masih dalam tahap pengembangan, semoga ke depan semakin lebih baik dalam segala aspeknya. See u again",POSITIF
"SECURITY YANG KUNCI PINTU CONNECTING HOTEL KE MALL TANGGAL 6 JUNI 2018 SHIFT MALEM ENGGAK BANGET, MAU KE MALL AJA NGGAK MAU BUKA IN BENTAR SAYA MESTI MUTER LEWAT LOBBY. PADAHAL CUMA BUKAIN AJA DAN ORANGNYA MASIH DI SITU. KALO GAK RAMAH, MENDING GANTI AJA ORANGNYA, MEMPERMUDAH ORANG KOQ SUSAH",NEGATIF
"Tempatnya sudah ngga sebersih dulu,,",NEGATIF
"merusah harga pasar properti di gebang dan sekitarnya, harga jadi gak masuk akal.",NEGATIF
"Enak buat makan seafood, dan murah. untuk seafoodnya bisa milih sendiri di pasarnya dan nanti bisa request mau dimasak apa",POSITIF
"Tiket Masuk hampir sama kek waterpark lain, loker sewa bayar,  minim tempat berteduh panas panas harus sewa gazebo bayar 200.000 lagi, minuman makanan harga tidak wajar, kesimpulanya bakalan bikin dompet tipissss dan tidak sesuai promosi dan ekspektasi.",NEGATIF
Bagus...menyenangkan,POSITIF
"pilihan tepat untuk menikmati pantai dan hasil dr laut. ikan,udang,cumi dll smuanya tersedia dgn hrga yg terjangkau. nnt tinggal dtg k salah satu rumah makan dsna untk dimasakkan dan biaya masakkanny jg terjangkau..",POSITIF
"Harga tiket dewasa 50 anak 25, selama pandemi dilarang bawa makanan saat berkunjung hanya air minum..
CANDI TERAWAT ,INDAH ,MEMPESONA",POSITIF
Pantai parangtritis tidak nyaman karna ada ratu nyi loro kidul,NEGATIF
kurang kebersihan,NEGATIF
Kelakuan satpam nya minus. Tolong ganti outsource yang profesional..!!!!,NEGATIF
Tempat yang cocok buat keluarga.terutama yang sudah punya anak,NEGATIF
Gembok di saku motor hilang. Mengatur jarak motor semaunya. Malas ke hartono. Mending ke mall lain .,NEGATIF
"Bbrpa kali ke pantai depok baru kali ini makan di tmpat dik bagong,  dari pintu masuk sebelah kiri, penjualnya ramah, masakannya enak, sambalnya mantep, harganya ssuai. Ga nyesel. yang bikin nyesel dan nyesek blum paham aja sama dari pintu gerbang mau ke Parangtritis atau ke depok masuk gerbang di charge 20K, bukan masalah nominalnya tapi fasilitas yang kita dpat ga terasa, tambahan charge parkir motor pun di tagih di pintu masuk yang sama, bisa d sarankan untuk charge masuk 20k bisa aja, diganti dengan voucher beli ikan atau makan bahkan buat souvenir daerah stmpat, yang bisa kita nikmatin, sedangkan akses kesana tidak trlalu baik, kurang penunjuk arah. Just tought.",NEGATIF
"Mall yang bagus dan lengkap di jogya, bersih dan sudah menerapkan prokes dengan baik. Masuk saat ini hrs scan peduli lindungi. Dan d sediakan wifi untuk connect",POSITIF
Tiket masuknya 10rb dan parkir 2rb. Kalau datang pagi masih enak sejuk dan sepi. Harga makanannya juga murah dan enak2,POSITIF
"Candi Prambanan dibangun pada abad ke-9. Menjulang setinggi 47 meter dengan ornamen yang mengagumkan, kecantikan candi Hindu ini tak tertandingi. Candi Prambanan terletak 17 km ke arah timur dari pusat Kota Jogja dan bisa dijangkau dengan bus Trans Jogja dan kendaraan lainnya. Sampai saat ini belum dapat dipastikan kapan candi ini dibangun karena minimnya informasi yang didapat, kabarnya sih di zaman dulu candi ini dibangun 1 malam sebagai bukti Cinta Abadi",POSITIF
Mirip Parangtritis sih ya gitu gitu aja tempatnya agak kotor kurang panoramik,NEGATIF
"Cocok buat rider yang suka test motor
Acra sunmori.. Ato foto2 di saat sunset",POSITIF
"Tadi cuma lewat
Insya Alloh laen kali mampir",NEGATIF
Segar dan alami...,POSITIF
Wahananya seru tapi tiketnya masuknya ketinggian?Ù÷Ó?Ù÷Ó,NEGATIF
Gersang,NEGATIF
"Lengkap, besar dan ga terlalu padat pengunjung. Jadinya belanja dan jalan2 di sini santai banget... Ga buru2 dan ga perlu terlalu kuatir covid. Space nya luaaaassss banget..",POSITIF
"Menikmati hidangan laut langsung di pinggir pantai. Bisa langsung pilih sendiri ikan, kerang dll untuk dinikmati. Harga tidak mahal.",POSITIF
Jika anda kesini untuk kuliner carilah warung ygdekat bibir pantai berasa pantai. Dan jgn lupa beli ikan dl.lebih murah. Perasaansaya saja atau gimana ya kalau masak kerang atau cumi sepertinya berkurang porsinya,POSITIF
Minim makanan sehat,NEGATIF
"masih banyak warung belum buka, karena memang pengunjungnya mungkin belum begitu ramai.
ciri pantai selatan dengan ombak yang besar, jadi hati-hati kalau mau mainan air laut.
ada trip naik Jeep, dengan harga bervariasi mulai 400rb - 800rb.
rute macam-macam bisa keliling pantai.
driver bisa jadi tukang foto juga.",POSITIF
"Kalo minggu pagi, enaknya mkn bubur dipinggir pantai...",POSITIF
Prosotan tidak jalan banyak fasilitas kurang perawatan .,NEGATIF
apa yang dijual nggak sesuai fakta dilapangan...iklan wisata malam ternyata minim penerangan minim akses dan percuma datang ke sana malam hari...,NEGATIF
"Tempatnya luas. Ada banyak pondok2 makan. Fasilitas lain ada parkir (luas), mushala dan pasar ikan. Di pasar ikan pengunjung bisa beli ikan untuk dimasak di pondok2 makan atau dibeli untuk dibawa pulang. Pasar ikannya lumayan besar dan lengkap.",POSITIF
"Permainan anak belum buka, dan beberapa toko tutup.  Sering nya ke mall ini, karena dekat dan bagus",POSITIF
Ikan bakarnya mantab,POSITIF
Bisa beli ikan di pasar pelelangan ikan dan minta di masak di tempat2.. seperti rumah makan di sekitar pantai..dengan menambahkan biaya masak... Kita bisa memilih ikannya sendiri..mau masak apa aja kita tinggal pilih bahannya sendiri..kepiting.udang lobster.. cakalang..cumi.. banyak lagi..kita jga bisa membeli layang layang disini dengan berbagai corak..dan yg pasti pantatnya banyak kepitingnya...,POSITIF
"Bagi yg ingin rekreasi minggu pagi,tempat ini sangat cocok untuk dikunjungi bersama keluarga. Sejak jam 5 pagi biasanya sudah dipadati pengunjung. Harga ikan juga cukup terjangkau dan yg jelas masih fresh karena baru turun dari kapal nelayan. Jangan lupa yaa jangan mandi dilaut . Berbahaya.",POSITIF
"Kecewa kesana terlalu mahal
Bnyak yang comming son",NEGATIF
Wisata kuliner seafood enak loh,POSITIF
Tiket Mahal,NEGATIF
"Pantai Depok, merupakan salahsatu pantai di Jogjakarta yang termasuk kedalam wilayah Pantai Parangtritis, disini biasa di gunakan para nelayan untuk mencari ikan, jadi banyak yang menyediakan kuliner seafood. Tempatnya enak untuk rekreasi, cocok untuk membawa keluarga dan rombongan untuk berkunjung berwisata",POSITIF
"Wisata untuk belajar sejarah , Tempat nyaman , Banyak spot foto backgroun candi , ada juga foto yang cetak langsung seperti karikatur , Wisatanya di pinggir jalan raya",POSITIF
"beli tiket masuknya via traveloka dapat 50k ber2 padahal ots 40k/ org, lumayan kebantu, uangnya bisa buat bayar main kereta2 an bocil, kasih makan rusa 5k,naik kereta kelinci 10k, masih kejangkau buat kalangan menengah ke bawah,, bisa nyewa payung 10k tapi sayang duiknya,wkwk bisa buat beli payung baru gt,,",NEGATIF
"Pemandangan nya baguuuss bangeeet, bisa untuk olah raga , memacu adrenalinnn",NEGATIF
"belum kesini tapi lewat depannya aja haha, senang si jogja emang bikin rindu ya",POSITIF
Ada pasar ikan seger dan segala macam seafood,POSITIF
Bosen kontil,NEGATIF
"Destinasi tujuanku dalam perjalanan ke Yogyakarta adalah ini.Dimana bisa menikmati keindahan alam dan swafoto dengan properti yang sudah disediakan oleh pengelola.
Jika kamu ingin kesini bisa langsung saja menuju arah candi prambanan dan ratuboko.Bisa di searching via google map.
Tiketnya juga cukup terjangkau dengan pelayanan yang sangat baik.Area benar benar cozy.
HTM aku bertiga hanya 34rb termaauk parkir.
Ukiran-ukirannya sangat indah.Semoga dikemudian ada karya dan inovasi baru lagi.",POSITIF
"khusus yang suka seafood. bisa langsung beli ke nelayan dan di masak di warung sekitar. lebih murah karena porsi lauk sesuai berat kilo yang kita beli. dan ada bbrapa cemilan khas pesisir yaitu keripik anak ikan, peyek udang , peyek undur2 laut dan banyak lagi",POSITIF
Saya kemarin ke tmpat candi prambanan di sana melihat salah satusejarah indonesia yang berada di yogyakarta yaitu candi yang amat indah,POSITIF
Wisata edukasi yang bagus untuk keluarga apalagi yang membawa anak balita. Cocok untuk belajar pengetahuan dasar bagi anak anda. Lokasi tidak sulit dicapai karena terletak didaerah perkotaan Yogyakarta. Untuk skala wisata kebun binatang dikota besar sepertinya tempat parkirnya kurang luas. Over all ini tempat wisata yang paling cocok untuk rombongan dan keluarga walaupun sedang banyak beberapa spot binatang yang tidak aktif dikarenakan mungkin efek pandemi. Jangan lupa siapkan tenaga dan fisik karena area kebun binatang ini sangat luas dan menguras tenaga.,POSITIF
"Minggu pagi banyak yg jualan bubur, mie, pokoknya banyak banget jajanan",POSITIF
Oke.....,POSITIF
Biayanya skrg mahal utk hanya wisata seperti itu. Blm lagi masih ditagih saat foto di spotify tertentu. TIDAK NYAMAN,NEGATIF
Selama pandemi pintu candi di tutup di larang naik masuk ke candi.,POSITIF
"Mantap. Seafood nya murah murah, segar. Masakan di deket pantai dan pasarnya cara masaknya enak banget, gak mahal juga.",POSITIF
Pas Buat hunting ikan segar yang baru turun dari kapal nelayan,POSITIF
Tempat nyaman,POSITIF
"Tempat asique buat kumpul acara keluarga, kerabat, saudara dan teman teman",POSITIF
Baik dan menjalankan prokes dengan ketat. Beberapa bagian sedang direnovasi. Semoga mushola yang berada didalam gedung segera berfungsi kembali. Sehingga tidak perlu keluar gedung dan masuk gedung kembali.,POSITIF
"Wisata alam dg view laut yang indah,g kalah sm parangtritis",POSITIF
Pantainya kotor...  Banyak pengunjung yang buang sampah sembarangan...,NEGATIF
Jaman kuliah,POSITIF
Pantainya kotor dan tidak tertata rapi,NEGATIF
Lumayan,POSITIF
"Tebing breksi dulunya adalah area pertambangan batu brexi. Sesuatu yang tidak disangka, ternyata sisa-sisa galian membentuk corak yang sangat indah. Akhirnya banyak orang yang melihatnya dan jadilah obyek wisata sampai sekarang.
Tempatnya sangat luas. Ada ruang terbuka hijau yang bisa untuk duduk - duduk. Paling enak ke tebing brexi waktu sore hari menjelang matahari terbenam. Karena kita bisa sekalian lihat sunset.  Dan kalau bisa jangan dihari libur, karena sangat padat sekali.
Banyak kuliner yang dijual di area ini. Jadi tidak usah khawatir kalau perut lapar. Harganya juga standart. Sudah terpampang sumua harganya.
Parkirannya juga sangat luas sekali.
U/ jalan menuju tempat ini sangat curam. Jadi disarankan menggunakan kendaraan yang benar-benar fit.",POSITIF
"Akses mudah dijangkau, parkiran luas. Nyaman. Tenant bervariasi. Sering kesini. Lorong tidak sempit untuk papasan meski jalan berjajar. Masuk mall pakai prokes cek suhu tubuh dan hand sanitizer, tidak melihat ada washtable di depan pintu masuk dari parkiran.",POSITIF
mall nya besar dan luas.. brand ternama banyak disini,POSITIF
Binatangnya apa kurang lengkap?,NEGATIF
Dengan garis pantai yang panjang dan pasirnya berwarna hitam.. ada banyak penjual ikan hasil dari nelayan sekitar,POSITIF
"Pantainya kotor shg tdk nyaman utk dinikmati. (Fyi, krn menu tdk mencantumkan harga) Lebaran 2021kmrn kami makan seafood di salah satu warung, harganya: udang å? kg = 80k, cumi å? kg = 40 k, kelapa muda utuh = 15 k/butir, ikan bawal hitam 0,6 ons = 78 k. Soal rasa cukup enak.",NEGATIF
"Pantai di selatan wilayah jogja..
Ada kolam renang air hangat nya..",POSITIF
Aku tau rono,NEGATIF
"Tebing breksi merupakan salah satu destinasi wisata di jogja dengan memanfaatkan tempat bekas tambang batu, dikelola dengan baik sehingga menarik minat para pengunjung untuk berphoto dengan pemandangan yang ciamik, selain itu kita juga bisa berphoto dengan burung hantu dan tebing yang dipahat seperti wayang dan naga. Selain itu kita bisa berkeliling dengan meyewa jeep, untuk fasilitas disini juga oke banget karena cukup luas untuk lahan parkirnya, musola yang cukup besar dan bersih serta toilet yang bersih pula, terdapat warung-warung makan dan jajanan. Untuk tiket masuk juga murah meriah banget",POSITIF
"Pernah kesini pada 16 Juni 2021...keren banget untuk pencinta obyek wisata purbakala... Dan tempatnya sangat bersih tertata rapi, parkiran luas, fasilitas lengkap... Salut. Dijalan arah pulang ke parkiran juga ada penangkaran rusa... Senang bisa melihat rusa lebih dekat.",POSITIF
Mahal dan yang tdk mandi tetap bayar. Anak hanya diantar. Pengantar gk mandi tetep bayar pool,NEGATIF
"Pantainya jelek, banyak sampah, seperti tidak terurus",NEGATIF
"Pengalaman asik juga melelahkan, dari Medan ridding langsung ke Depot dan sekitarnya,  lansung menuju Hotel griya persada Kali urang....",NEGATIF
Bagus banget,POSITIF
Jangan lupa buat beli ikannya,POSITIF
"Tempat seru, asik... Sayang.. Untuk main drone dilarang",POSITIF
Lokasi bagus,POSITIF
"Candi paling Favorit kalau ke Jogja... sayangnya tak bisa masuk naik lagi ke atas candi...tapi masih lebih leluasa dan puas dibandingkan ke candi Borobudur...
Wajin peduli lindungi saat masuk dan jangan repot-repot bawa makanan apalagi makanan nasi dan lauk pauk karena akan dititipkan ke security kecuali minuman boleh dibawa masuk...
HTM Rp.50.000 dan PUAS...",POSITIF
